gene_id,mean,median,gene_name,chromosome_name,genomic_strand,TSS,split
ENSG00000015592,0.01342,0.0076,STMN4,8,-,27258392,train
ENSG00000015676,12.431184347826088,11.6864,NUDCD3,7,-,44490609,train
ENSG00000016082,0.3320082608695652,0.02375,ISL1,5,+,51383394,valid
ENSG00000016391,3.1587365217391308,2.6563,CHDH,3,-,53846374,train
ENSG00000016402,2.060188695652174,1.388,IL20RA,6,-,137044710,train
ENSG00000016490,0.3136313043478261,0.02225,CLCA1,1,+,86468919,train
ENSG00000016602,0.304075652173913,0.0496,CLCA4,1,+,86547070,train
ENSG00000016864,11.69498347826087,11.71395,GLT8D1,3,-,52705746,train
ENSG00000017260,21.251115217391305,19.38935,ATP2C1,3,+,130894157,train
ENSG00000017427,0.8529395652173911,0.59045,IGF1,12,-,102480552,train
ENSG00000017483,3.150597826086957,2.5330000000000004,SLC38A5,X,-,48467470,train
ENSG00000017797,10.729541739130434,10.0741,RALBP1,18,+,9475495,train
ENSG00000018189,12.909150434782608,12.3541,RUFY3,4,+,70721952,train
ENSG00000018236,1.8320321739130436,1.07075,CNTN1,12,+,40692413,train
ENSG00000018280,6.423897391304348,5.54505,SLC11A1,2,+,218382265,train
ENSG00000018408,9.766500434782609,8.7527,WWTR1,3,-,149657996,test
ENSG00000018510,11.289243913043478,10.9742,AGPS,2,+,177392735,train
ENSG00000018610,10.852158260869569,9.8778,STEEP1,X,-,119542767,valid
ENSG00000018625,0.4849630434782608,0.2836999999999999,ATP1A2,1,+,160115711,train
ENSG00000018699,8.829665217391305,8.5612,TTC27,2,+,32628068,train
ENSG00000018869,0.8109656521739131,0.79355,ZNF582,19,-,56393511,train
ENSG00000019102,15.046295217391304,8.1906,VSIG2,11,-,124752187,test
ENSG00000019144,4.009306086956522,3.7822,PHLDB1,11,+,118607598,valid
ENSG00000019169,27.957379130434777,20.7227,MARCO,2,+,118942308,test
ENSG00000019186,22.147179565217392,3.9439,CYP24A1,20,-,54173977,train
ENSG00000019485,1.097348695652174,1.02915,PRDM11,11,+,45147294,train
ENSG00000019505,2.8406995652173914,0.23585,SYT13,11,-,45286266,train
ENSG00000019549,3.5688478260869565,3.0408,SNAI2,8,-,48921419,train
ENSG00000019582,455.8557291304349,428.41965,CD74,5,-,150412743,train
ENSG00000019991,3.740845652173913,2.9973,HGF,7,-,81770039,train
ENSG00000019995,4.953906521739132,4.852,ZRANB1,10,+,124981408,train
ENSG00000020129,5.1872360869565215,4.96645,NCDN,1,+,35557769,train
ENSG00000020181,2.825171739130435,2.6874,ADGRA2,8,+,37784191,train
ENSG00000020256,3.172507391304348,3.00365,ZFP64,20,-,52191751,train
ENSG00000020426,6.751090869565218,6.2438,MNAT1,14,+,60734727,train
ENSG00000020577,6.896002173913043,5.77255,SAMD4A,14,+,54567100,train
ENSG00000020633,2.604924782608696,2.0212000000000003,RUNX3,1,-,24930265,train
ENSG00000020922,7.958670869565218,7.53365,MRE11,11,-,94447300,train
ENSG00000021300,4.229927391304348,3.23815,PLEKHB1,11,+,73647645,train
ENSG00000021355,59.56731347826087,48.448,SERPINB1,6,-,2841853,train
ENSG00000021461,0.1283186956521739,0.09825,CYP3A43,7,+,99828010,train
ENSG00000021488,0.2689530434782609,0.1667,SLC7A9,19,-,32869741,train
ENSG00000021574,4.437773043478261,4.36085,SPAST,2,+,32063524,train
ENSG00000021645,1.1910630434782608,0.8538,NRXN3,14,+,78170366,train
ENSG00000021762,4.035239565217391,3.47605,OSBPL5,11,-,3165264,test
ENSG00000021776,8.32535695652174,8.0457,AQR,15,-,34969688,train
ENSG00000021826,14.297376086956524,0.42445,CPS1,2,+,210556590,train
ENSG00000021852,0.7301204347826087,0.2989,C8B,1,-,56966006,train
ENSG00000022267,6.841757391304347,4.58975,FHL1,X,+,136197039,train
ENSG00000022277,14.048635217391304,13.6159,RTF2,20,+,56468585,train
ENSG00000022355,0.0291321739130434,0.0,GABRA1,5,+,161848142,train
ENSG00000022556,2.788156956521739,0.84365,NLRP2,19,+,54966370,train
ENSG00000022567,4.801958260869566,3.905,SLC45A4,8,-,141308280,train
ENSG00000022840,16.211213043478264,15.9197,RNF10,12,+,120534344,train
ENSG00000022976,2.5539700000000005,2.3699000000000003,ZNF839,14,+,102319726,train
ENSG00000023041,13.094282173913042,12.7126,ZDHHC6,10,-,112446891,train
ENSG00000023171,1.5042678260869566,0.7962,GRAMD1B,11,+,123560240,train
ENSG00000023191,15.335720434782608,14.720949999999998,RNH1,11,-,507184,train
ENSG00000023228,11.474056521739133,10.72935,NDUFS1,2,-,206159410,train
ENSG00000023287,19.12117956521739,18.0987,RB1CC1,8,-,52714414,train
ENSG00000023318,14.399994782608696,14.0394,ERP44,9,-,100098985,train
ENSG00000023330,22.61799826086957,21.12135,ALAS1,3,+,52198152,train
ENSG00000023445,29.55627869565218,20.3099,BIRC3,11,+,102317450,train
ENSG00000023516,13.323157391304347,12.98535,AKAP11,13,+,42272136,train
ENSG00000023572,3.0239795652173918,2.8892,GLRX2,1,-,193105374,train
ENSG00000023608,3.789812608695652,3.4596,SNAPC1,14,+,61762406,train
ENSG00000023697,14.119898260869563,13.3519,DERA,12,+,15911324,train
ENSG00000023734,33.423645217391304,29.7704,STRAP,12,+,15882373,train
ENSG00000023839,2.821267391304348,0.45365,ABCC2,10,+,99782705,train
ENSG00000023892,11.93455347826087,11.5864,DEF6,6,+,35297809,train
ENSG00000023902,5.692925652173914,5.159599999999999,PLEKHO1,1,+,150149844,train
ENSG00000023909,6.423117826086956,4.8344000000000005,GCLM,1,-,93909390,valid
ENSG00000024048,19.44632695652174,18.90055,UBR2,6,+,42563981,train
ENSG00000024422,10.426339130434783,9.7028,EHD2,19,+,47713412,test
ENSG00000024526,1.961653913043478,1.2831,DEPDC1,1,-,68497061,train
ENSG00000024862,14.802807826086957,13.98285,CCDC28A,6,+,138773747,train
ENSG00000025039,7.194395217391304,6.3838,RRAGD,6,-,89412219,train
ENSG00000025156,6.6413717391304345,6.14115,HSF2,6,+,122399620,train
ENSG00000025293,9.38891347826087,9.0917,PHF20,20,+,35772003,train
ENSG00000025423,12.866779130434782,4.86845,HSD17B6,12,+,56763316,train
ENSG00000025434,6.490737391304347,5.983700000000001,NR1H3,11,+,47257953,train
ENSG00000025708,30.55169,28.4986,TYMP,22,-,50530005,train
ENSG00000025770,8.684289565217393,7.9603,NCAPH2,22,+,50508216,train
ENSG00000025772,13.775181304347823,12.5503,TOMM34,20,-,44960348,train
ENSG00000025796,11.161292173913044,10.73335,SEC63,6,-,107958165,train
ENSG00000025800,18.54241608695652,17.636,KPNA6,1,+,32108035,train
ENSG00000026025,55.99928913043478,52.82345,VIM,10,+,17229267,train
ENSG00000026036,0.6835734782608694,0.59775,RTEL1-TNFRSF6B,20,+,63659300,train
ENSG00000026103,7.16082652173913,6.3389500000000005,FAS,10,+,88990736,train
ENSG00000026297,2.9688126086956523,2.56835,RNASET2,6,-,166956537,train
ENSG00000026508,40.77565608695652,37.319950000000006,CD44,11,+,35139162,train
ENSG00000026559,0.0733617391304347,0.036,KCNG1,20,-,51023095,train
ENSG00000026652,2.245037391304348,2.11965,AGPAT4,6,-,161274042,test
ENSG00000026751,10.28538391304348,7.76635,SLAMF7,1,+,160739239,train
ENSG00000026950,18.207907391304342,17.16845,BTN3A1,6,+,26402244,train
ENSG00000027001,5.573448260869565,5.17285,MIPEP,13,-,23889391,train
ENSG00000027075,7.76498652173913,7.1871,PRKCH,14,+,61321711,train
ENSG00000027644,0.0834391304347826,0.0408,INSRR,1,-,156859087,train
ENSG00000027697,46.01328608695653,43.1105,IFNGR1,6,-,137219340,train
ENSG00000027847,5.40357304347826,4.9184,B4GALT7,5,+,177600104,train
ENSG00000027869,2.209447391304348,1.79695,SH2D2A,1,-,156816738,train
ENSG00000028116,8.477109565217392,8.153649999999999,VRK2,2,+,58046778,train
ENSG00000028137,14.58053,13.59375,TNFRSF1B,1,+,12166978,train
ENSG00000028203,17.173591739130433,16.6881,VEZT,12,+,95217793,train
ENSG00000028277,1.0875721739130435,0.83975,POU2F2,19,-,42132434,test
ENSG00000028310,7.121359130434783,6.3065,BRD9,5,-,892765,train
ENSG00000028528,12.570166521739129,12.176,SNX1,15,+,64095967,train
ENSG00000028839,2.116354782608696,1.9911,TBPL1,6,+,133953216,train
ENSG00000029153,6.658561739130435,4.35845,BMAL2,12,+,27332920,train
ENSG00000029363,22.55750347826087,21.7467,BCLAF1,6,-,136289773,train
ENSG00000029364,19.77415347826087,18.4723,SLC39A9,14,+,69398684,valid
ENSG00000029534,0.2598465217391304,0.1397499999999999,ANK1,8,-,41797589,train
ENSG00000029559,1.441477391304348,0.6075,IBSP,4,+,87799546,train
ENSG00000029639,3.811449130434783,3.71235,TFB1M,6,-,155314449,train
ENSG00000029725,9.732989130434785,9.4727,RABEP1,17,+,5282257,train
ENSG00000029993,46.60345521739131,34.2699,HMGB3,X,+,150983299,test
ENSG00000030066,12.754314347826089,12.06065,NUP160,11,-,47848314,train
ENSG00000030110,8.729783478260869,7.9953,BAK1,6,-,33580229,test
ENSG00000030304,0.4501408695652173,0.3627,MUSK,9,+,110668780,train
ENSG00000030419,6.178095217391305,6.08705,IKZF2,2,-,213150387,train
ENSG00000030582,101.75626,95.052,GRN,17,+,44345294,train
ENSG00000031003,9.376544782608695,9.2381,FAM13B,5,-,138033037,train
ENSG00000031081,9.516922173913043,8.71955,ARHGAP31,3,+,119294338,train
ENSG00000031691,3.2936978260869565,3.02955,CENPQ,6,+,49463360,train
ENSG00000031698,32.78347652173913,31.87305,SARS1,1,+,109213918,train
ENSG00000031823,5.779018695652172,5.80195,RANBP3,19,-,5978079,train
ENSG00000032219,9.214117391304349,8.780100000000001,ARID4A,14,+,58298499,train
ENSG00000032389,4.899157391304348,4.6783,EIPR1,2,-,3194391,train
ENSG00000032444,6.217880434782608,5.87965,PNPLA6,19,+,7534711,train
ENSG00000032742,4.083085652173913,3.8381,IFT88,13,+,20567131,train
ENSG00000033011,4.025109565217392,3.7059,ALG1,16,+,5071813,train
ENSG00000033030,4.681316521739131,4.4834,ZCCHC8,12,-,122500842,train
ENSG00000033050,2.2818208695652173,2.20205,ABCF2,7,-,151227185,train
ENSG00000033100,19.997709130434774,19.1633,CHPF2,7,+,151232464,train
ENSG00000033122,0.1181095652173913,0.0953,LRRC7,1,+,69567906,train
ENSG00000033170,16.197851304347825,14.74815,FUT8,14,+,65412719,train
ENSG00000033178,11.938865217391305,11.4059,UBA6,4,-,67701114,valid
ENSG00000033327,9.632887391304346,8.304,GAB2,11,-,78417765,train
ENSG00000033627,8.676663043478259,8.37625,ATP6V0A1,17,+,42458855,train
ENSG00000033800,6.487271739130436,6.3162,PIAS1,15,+,68054308,train
ENSG00000033867,11.677494347826087,10.9598,SLC4A7,3,-,27484374,train
ENSG00000034053,3.1940617391304347,2.12005,APBA2,15,+,28886124,train
ENSG00000034152,8.371553913043478,7.9602,MAP2K3,17,+,21284700,train
ENSG00000034239,0.6682765217391304,0.3298,CLXN,8,-,48735268,train
ENSG00000034510,1507.5225456521737,1411.1025,TMSB10,2,+,84905644,train
ENSG00000034533,3.801895217391304,3.68075,ASTE1,3,-,131026727,train
ENSG00000034677,40.72694434782608,33.950050000000005,RNF19A,8,-,100309926,train
ENSG00000034693,5.683640434782609,5.3892500000000005,PEX3,6,+,143450829,test
ENSG00000034713,17.442940869565216,17.00215,GABARAPL2,16,+,75566349,test
ENSG00000034971,0.2229291304347825,0.0712,MYOC,1,-,171652675,train
ENSG00000035115,6.911000869565216,6.618650000000001,SH3YL1,2,-,264024,train
ENSG00000035141,12.307556086956518,11.18785,FAM136A,2,-,70302018,train
ENSG00000035403,26.30281782608696,24.513,VCL,10,+,73998105,train
ENSG00000035499,1.9743082608695652,1.49935,DEPDC1B,5,-,60700094,train
ENSG00000035664,2.4336621739130435,1.96825,DAPK2,15,-,64046421,train
ENSG00000035681,9.198601304347829,9.11705,NSMAF,8,-,58659742,train
ENSG00000035687,21.6946,20.95395,ADSS2,1,-,244419273,train
ENSG00000035720,1.937064782608696,1.374,STAP1,4,+,67558716,train
ENSG00000035862,22.53727,20.33795,TIMP2,17,-,78925377,valid
ENSG00000035928,16.23593565217391,15.49065,RFC1,4,-,39366329,train
ENSG00000036054,13.559780869565218,13.4563,TBC1D23,3,+,100260984,train
ENSG00000036257,8.922441304347826,8.89785,CUL3,2,-,224585296,train
ENSG00000036448,0.2429217391304347,0.2067,MYOM2,8,+,2045037,train
ENSG00000036473,0.0720308695652173,0.02845,OTC,X,+,38352573,train
ENSG00000036530,0.3347104347826087,0.2734999999999999,CYP46A1,14,+,99684285,train
ENSG00000036549,11.087179130434782,10.9991,ZZZ3,1,-,77683356,train
ENSG00000036565,0.1902760869565217,0.0769499999999999,SLC18A1,8,-,20183127,valid
ENSG00000036672,0.4630339130434783,0.3838,USP2,11,-,119364166,train
ENSG00000036828,0.463901304347826,0.0204999999999999,CASR,3,+,122183664,train
ENSG00000037042,5.477437391304348,5.0437,TUBG2,17,+,42659265,train
ENSG00000037241,10.72466260869565,9.51495,RPL26L1,5,+,172959416,train
ENSG00000037280,2.255015652173913,1.96855,FLT4,5,-,180649580,train
ENSG00000037474,19.76665086956522,17.31595,NSUN2,5,-,6633001,train
ENSG00000037637,5.527560434782608,5.48765,FBXO42,1,-,16352419,train
ENSG00000037749,5.877491739130435,5.80935,MFAP3,5,+,154038954,train
ENSG00000037757,3.983842608695652,3.77685,MRI1,19,+,13764502,valid
ENSG00000037897,6.128137391304347,5.19435,METTL1,12,-,57772087,valid
ENSG00000037965,0.433884347826087,0.17675,HOXC8,12,+,54008961,train
ENSG00000038002,11.799604347826088,9.8766,AGA,4,-,177442373,train
ENSG00000038210,15.90489608695652,15.23485,PI4K2B,4,+,25234003,train
ENSG00000038219,12.05634391304348,11.80675,BOD1L1,4,-,13627725,train
ENSG00000038274,13.956315652173917,13.5536,MAT2B,5,+,163505565,train
ENSG00000038295,0.9639134782608696,0.7779,TLL1,4,+,165873231,train
ENSG00000038358,6.796249565217392,6.41995,EDC4,16,+,67873036,train
ENSG00000038382,25.688524347826085,23.26155,TRIO,5,+,14143322,train
ENSG00000038427,54.57898173913043,49.286,VCAN,5,+,83471736,train
ENSG00000038532,5.420953043478261,5.1685,CLEC16A,16,+,10944546,train
ENSG00000038945,17.161560869565218,15.9315,MSR1,8,-,16192633,train
ENSG00000039068,62.103466521739136,57.7569,CDH1,16,+,68737284,train
ENSG00000039123,15.970019565217392,15.3312,MTREX,5,+,55308001,train
ENSG00000039139,9.636188260869565,6.52355,DNAH5,5,-,14011743,train
ENSG00000039319,7.773991739130434,7.7393,ZFYVE16,5,+,80408043,train
ENSG00000039523,2.7308239130434773,2.572,RIPOR1,16,+,67518418,train
ENSG00000039537,1.1019313043478265,0.4096999999999999,C6,5,-,41213505,train
ENSG00000039560,25.781098695652176,21.5338,RAI14,5,+,34656345,train
ENSG00000039600,0.2915717391304348,0.15155,SOX30,5,-,157652366,train
ENSG00000039650,6.338176086956521,6.097300000000001,PNKP,19,-,49867542,train
ENSG00000039987,0.043615652173913,0.0334,BEST2,19,+,12751790,train
ENSG00000040199,1.882548695652174,1.79345,PHLPP2,16,-,71723877,train
ENSG00000040275,3.425953913043478,3.1183,SPDL1,5,+,169583756,train
ENSG00000040341,8.098959130434784,7.425000000000001,STAU2,8,-,73746833,train
ENSG00000040487,4.690471739130434,4.42005,SLC66A1,1,+,19312326,train
ENSG00000040531,4.5003660869565225,4.1878,CTNS,17,+,3636749,train
ENSG00000040608,1.1766508695652171,1.0341,RTN4R,22,-,20268285,train
ENSG00000040633,10.297474782608695,9.8309,PHF23,17,-,7239406,train
ENSG00000040731,0.1134599999999999,0.03295,CDH10,5,-,24644923,train
ENSG00000040933,8.423625652173913,8.08145,INPP4A,2,+,98444835,train
ENSG00000041353,9.988125652173911,7.86575,RAB27B,18,+,54828406,train
ENSG00000041357,11.114588260869564,10.17265,PSMA4,15,+,78540415,train
ENSG00000041515,0.6262804347826089,0.34235,MYO16,13,+,108629605,train
ENSG00000041802,13.693690869565216,12.6578,LSG1,3,-,194672175,train
ENSG00000041880,9.026930434782608,8.57215,PARP3,3,+,51942322,train
ENSG00000041982,57.43358434782609,36.3841,TNC,9,-,115118145,train
ENSG00000041988,2.649808260869565,2.5195,THAP3,1,+,6625168,train
ENSG00000042062,1.2959573913043478,1.0642,RIPOR3,20,-,50636889,train
ENSG00000042088,4.351564782608695,3.9559,TDP1,14,+,89955895,train
ENSG00000042286,3.76473,3.32785,AIFM2,10,-,70132799,train
ENSG00000042317,2.573127391304348,2.4751,SPATA7,14,+,88385642,train
ENSG00000042429,1.077373043478261,1.03535,MED17,11,+,93784272,train
ENSG00000042445,16.43442260869565,14.57955,RETSAT,2,-,85354520,train
ENSG00000042493,63.92604130434784,60.61775,CAPG,2,-,85414003,train
ENSG00000042753,25.25707739130435,24.5442,AP2S1,19,-,46850825,train
ENSG00000042781,0.0828991304347826,0.06645,USH2A,1,-,216423441,train
ENSG00000042813,0.0702108695652173,0.0226,ZPBP,7,-,50093205,train
ENSG00000042832,0.475275652173913,0.3476,TG,8,+,132866948,train
ENSG00000042980,9.65962,7.204,ADAM28,8,+,24294044,train
ENSG00000043039,1.587314347826087,0.92155,BARX2,11,+,129375631,train
ENSG00000043093,7.686051304347826,7.428050000000001,DCUN1D1,3,-,182980531,train
ENSG00000043143,8.269037826086956,7.40945,JADE2,5,+,134526219,train
ENSG00000043355,0.2573030434782608,0.0485,ZIC2,13,+,99981777,train
ENSG00000043462,8.556763478260871,7.80985,LCP2,5,-,170297746,train
ENSG00000043514,5.8856782608695655,5.4069,TRIT1,1,-,39883488,train
ENSG00000043591,0.8431678260869566,0.5165,ADRB1,10,+,114043859,train
ENSG00000044012,0.0568939130434782,0.0,GUCA2B,1,+,42153399,train
ENSG00000044090,8.207835652173912,7.6531,CUL7,6,-,43053790,train
ENSG00000044115,62.53657391304348,58.5352,CTNNA1,5,+,138753411,train
ENSG00000044446,4.659645217391304,4.43575,PHKA2,X,-,18984089,train
ENSG00000044459,2.103766956521739,1.89735,CNTLN,9,+,17135018,train
ENSG00000044524,3.47034,2.06335,EPHA3,3,+,89107613,train
ENSG00000044574,120.29106217391303,115.05795,HSPA5,9,-,125241327,train
ENSG00000046604,31.89497391304348,26.4321,DSG2,18,+,31498168,train
ENSG00000046647,8.01197652173913,7.8399,GEMIN8,X,-,14029877,train
ENSG00000046651,16.29359391304348,15.7086,OFD1,X,+,13734713,train
ENSG00000046653,3.1675765217391305,2.7695,GPM6B,X,-,13938618,train
ENSG00000046774,0.9810717391304348,0.0,MAGEC2,X,-,142205261,test
ENSG00000046889,3.294412608695652,2.74165,PREX2,8,+,67952363,train
ENSG00000047056,6.287335652173913,6.1166,WDR37,10,+,1056363,train
ENSG00000047188,7.271084782608694,7.1792,YTHDC2,5,+,113513676,train
ENSG00000047230,9.244222608695653,8.887799999999999,CTPS2,X,-,16712565,train
ENSG00000047249,10.509660869565218,10.0044,ATP6V1H,8,-,53843229,train
ENSG00000047315,27.235712173913047,25.72195,POLR2B,4,+,56978877,train
ENSG00000047346,10.193373913043478,10.0306,ATOSA,15,-,52678756,train
ENSG00000047365,9.734858695652171,9.48255,ARAP2,4,-,36244438,train
ENSG00000047410,31.95609217391305,30.4891,TPR,1,-,186375239,train
ENSG00000047457,88.19210826086959,51.009600000000006,CP,3,-,149221811,train
ENSG00000047578,4.654979565217392,4.456049999999999,KATNIP,16,+,27550133,train
ENSG00000047579,4.559206086956521,4.412850000000001,DTNBP1,6,-,15662967,train
ENSG00000047597,1.9177334782608697,1.34225,XK,X,+,37685773,train
ENSG00000047617,0.8966108695652172,0.74505,ANO2,12,-,5945219,train
ENSG00000047621,6.517463913043478,6.236549999999999,C12orf4,12,-,4538440,train
ENSG00000047634,3.332256086956522,2.974,SCML1,X,+,17737443,train
ENSG00000047644,12.452261739130437,11.80805,WWC3,X,+,10015226,train
ENSG00000047648,0.9330582608695652,0.7786,ARHGAP6,X,-,11427736,train
ENSG00000047662,0.3423326086956522,0.249,FAM184B,4,-,17781605,train
ENSG00000047849,14.622963913043478,14.6189,MAP4,3,-,48088827,train
ENSG00000047932,12.031197826086956,11.72925,GOPC,6,-,117602447,train
ENSG00000047936,43.63840652173913,32.6948,ROS1,6,-,117425852,train
ENSG00000048028,10.39361217391304,9.1563,USP28,11,-,113875490,train
ENSG00000048052,2.0325165217391303,1.74525,HDAC9,7,+,18495723,train
ENSG00000048140,8.921237391304349,8.155899999999999,TSPAN17,5,+,176647454,train
ENSG00000048162,3.216837826086957,2.9241,NOP16,5,-,176388564,train
ENSG00000048342,4.099164782608696,3.8459,CC2D2A,4,+,15479204,train
ENSG00000048392,15.557403043478264,12.88035,RRM2B,8,-,102238903,train
ENSG00000048405,9.46523695652174,9.2863,ZNF800,7,-,127392687,train
ENSG00000048462,4.815086521739131,3.51095,TNFRSF17,16,+,11965193,valid
ENSG00000048471,6.39124347826087,6.04385,SNX29,16,+,11976710,train
ENSG00000048540,21.080168695652173,17.68715,LMO3,12,-,16606478,test
ENSG00000048544,20.565869130434788,19.1165,MRPS10,6,-,42217845,train
ENSG00000048545,0.0146178260869565,0.0098,GUCA1A,6,+,42155403,train
ENSG00000048649,8.420723913043478,7.90515,RSF1,11,-,77820711,train
ENSG00000048707,16.577940434782608,15.8294,VPS13D,1,+,12230006,train
ENSG00000048740,10.999449565217391,10.4206,CELF2,10,+,11165475,train
ENSG00000048828,32.09847652173913,31.0571,FAM120A,9,+,93451647,train
ENSG00000048991,5.152288695652174,5.0017,R3HDM1,2,+,135531460,train
ENSG00000049089,7.790037391304348,4.59205,COL9A2,1,-,40317266,valid
ENSG00000049130,22.49948782608696,18.21345,KITLG,12,-,88580459,train
ENSG00000049167,1.7426704347826083,1.6682,ERCC8,5,-,60945031,train
ENSG00000049192,1.2666495652173917,1.06895,ADAMTS6,5,-,65481826,train
ENSG00000049239,14.416813913043477,13.53535,H6PD,1,+,9234763,train
ENSG00000049245,33.80888608695652,33.534000000000006,VAMP3,1,+,7771263,train
ENSG00000049246,5.355008695652174,4.7854,PER3,1,+,7784252,train
ENSG00000049247,1.0653260869565215,0.2538,UTS2,1,-,7913240,train
ENSG00000049249,1.5634526086956524,1.19375,TNFRSF9,1,-,7940812,train
